frames_processed,fish_count_mean,fish_count_std,fish_count_max,speed_mean,speed_std,speed_max,vertical_speed_mean,vertical_speed_std,vertical_speed_max,tilt_mean,tilt_std,tilt_max,angle_change_mean,angle_change_std,angle_change_max,bbox_area_mean,bbox_area_std,bbox_area_max,surface_count_mean,middle_count_mean,bottom_count_mean,surface_ratio,middle_ratio,bottom_ratio,track_count_estimate,video_file,label
130,1.2,1.172767929039934,5.0,23.24898223679085,15.384964300923313,75.13487871820917,6.623015873015873,14.758194724946225,51.0,46.266763490628875,8.775275701406976,66.78555125827265,31.14779713806611,39.74448770641846,172.95423087513254,198499.0064102564,213777.35513689677,709440.0,0.3,0.5076923076923077,0.3923076923076923,0.25,0.4230769230769231,0.3269230769230769,30,normal_swimming17.mp4,normal_swimming
300,3.9966666666666666,1.4594481453237347,9.0,26.70027647642969,17.16224761716866,79.90619500389191,-1.439117929050815,17.95615956534261,76.5,39.410700629983,14.594210820404024,78.11134196037203,46.847378523321574,49.29494717375561,180.0,126517.49708090075,118261.63050550094,708968.0,1.36,0.9,1.7366666666666666,0.3402835696413678,0.22518765638031693,0.43452877397831524,156,normal_swimming18.mp4,normal_swimming
57,3.6315789473684212,1.7130211226293535,7.0,22.640050306535233,16.730965248333575,79.65707752610561,-4.254385964912281,11.636975806003493,55.0,37.75190819273448,13.558009718271883,74.74488129694222,21.97020002889933,33.42717883196608,178.51213247117207,65873.1497584541,112234.32211649246,394350.0,0.15789473684210525,2.508771929824561,0.9649122807017544,0.043478260869565216,0.6908212560386473,0.26570048309178745,36,normal_swimming19.mp4,normal_swimming
204,2.0980392156862746,1.4108112248588116,6.0,12.843423600595047,13.453335549648845,79.37568897338781,-0.4933862433862434,11.924390710822964,75.5,47.80614354711483,13.826778381333813,81.2538377374448,63.37968937584713,57.361488518828004,179.18154453831096,22800.429906542056,18231.72615781855,83692.0,0.18627450980392157,1.2549019607843137,0.6568627450980392,0.08878504672897196,0.5981308411214953,0.3130841121495327,50,normal_swimming2.mp4,normal_swimming
295,0.3525423728813559,0.5684817520746176,3.0,15.756890841887877,16.107628165390366,68.70953354520753,0.0,16.446437125336512,64.5,48.75406359217901,12.425993230105473,80.81116392264124,53.516016449752044,54.18569515641462,180.0,25984.46153846154,21964.08354954965,86411.0,0.0,0.17288135593220338,0.17966101694915254,0.0,0.49038461538461536,0.5096153846153846,36,normal_swimming3.mp4,normal_swimming
239,1.397489539748954,0.9878731088451017,5.0,15.293995743136561,17.374080090688345,77.31752712031083,-0.7147887323943662,12.96207874990529,74.5,42.05564848421448,10.840899825080864,69.54161794636431,62.57024475769194,58.561088013172245,179.0254391807303,52627.0748502994,36833.79338045158,114798.0,0.0,1.0334728033472804,0.36401673640167365,0.0,0.7395209580838323,0.26047904191616766,50,normal_swimming4.mp4,normal_swimming
81,2.7037037037037037,1.3188513936862858,6.0,28.737652782946075,19.199941397965297,78.64636037350998,1.1010928961748634,22.095159297442244,75.5,48.13638651742603,13.955614952679309,80.28843181876098,64.81835674395005,57.59589553576043,179.8304863540219,33485.24200913242,28761.1750263401,115260.0,0.2716049382716049,1.3950617283950617,1.037037037037037,0.1004566210045662,0.5159817351598174,0.3835616438356164,36,normal_swimming5.mp4,normal_swimming
81,2.814814814814815,1.155887891431647,6.0,17.304579280592524,16.944856714871246,77.86205751198719,-1.5125628140703518,15.816824988867598,71.5,47.02148510824926,10.092386880382584,68.56691545099571,83.8999508764394,61.94302017218328,180.0,35183.37280701754,16938.859573880603,78952.0,0.1728395061728395,2.4444444444444446,0.19753086419753085,0.06140350877192982,0.868421052631579,0.07017543859649122,29,surface_gasping.mp4,surface_gasping
239,0.9623430962343096,1.0989936207818876,6.0,10.741155639116267,12.158089966077624,78.71467461661771,-1.1956521739130435,9.360374540112748,51.0,40.72365431130431,15.307460106044418,81.05461816646104,43.34865676557575,52.18017316386243,180.0,32221.58260869565,33440.83820004272,115544.0,0.1297071129707113,0.5188284518828452,0.3138075313807531,0.13478260869565217,0.5391304347826087,0.32608695652173914,46,surface_gasping2.mp4,surface_gasping
239,0.9665271966527197,0.6195295069081038,3.0,6.463022370296249,8.084165880059363,53.30337700371338,-0.9396135265700483,6.708202193004658,35.0,41.5947391931596,9.835606696755043,67.70085977606927,50.78120531391761,50.51828274490936,180.0,58948.19047619047,37934.904767184016,115542.0,0.0,0.6485355648535565,0.3179916317991632,0.0,0.670995670995671,0.329004329004329,24,surface_gasping3.mp4,surface_gasping
239,1.0334728033472804,0.6651272177467547,3.0,7.811334487342443,14.655943149394485,73.10950690573696,0.24330357142857142,10.71755693180194,65.0,50.454360296467335,9.868897297748394,73.36904629327857,48.84354972922764,50.95094738183364,180.0,81479.51821862349,31958.703151095957,115928.0,0.07112970711297072,0.8451882845188284,0.11715481171548117,0.06882591093117409,0.8178137651821862,0.11336032388663968,23,surface_gasping4.mp4,surface_gasping
239,0.799163179916318,0.6607965037720913,3.0,13.420004560651337,17.361496187865086,76.78704317786953,0.3132530120481928,13.427451391224462,68.0,50.63755224049601,12.75221306431031,78.92345026583169,62.61877141374557,55.18628890583985,178.8426669318702,62219.732984293194,29507.31235092034,115968.0,0.0,0.7489539748953975,0.0502092050209205,0.0,0.93717277486911,0.06282722513089005,25,surface_gasping5.mp4,surface_gasping
300,2.5166666666666666,1.4524882864320188,7.0,11.738360007436567,16.029317478106428,79.85298992523698,-0.2828282828282828,14.482573113481878,79.0,48.02372081623757,10.033501236101944,71.56505117707799,87.42007265376286,64.52841825504834,180.0,7903.018543046358,10961.938526280868,59565.0,0.44333333333333336,1.5333333333333334,0.54,0.176158940397351,0.609271523178808,0.21456953642384105,161,surface_gasping8.mp4,surface_gasping
126,4.920634920634921,1.8627645209118222,9.0,24.4895483118607,19.40774229479155,79.60056532462568,2.19375,17.75583714174487,76.0,45.889367069818626,19.559500530486066,79.85445556610367,45.243171457383674,50.4061069597181,180.0,26923.174193548388,45340.79955762244,501264.0,0.31746031746031744,2.5,2.1031746031746033,0.06451612903225806,0.5080645161290323,0.4274193548387097,140,surface_gasping9.mp4,surface_gasping
239,0.4100418410041841,0.5404782462329119,2.0,5.377469513689799,6.12118432811036,31.04834939252005,0.34177215189873417,4.444128756436007,20.5,60.55391385790781,8.003808246834582,70.45909242478946,64.57996864224529,57.79679557947008,179.99999879258172,63071.58163265306,25758.49198943655,114912.0,0.016736401673640166,0.34309623430962344,0.0502092050209205,0.04081632653061224,0.8367346938775511,0.12244897959183673,19,abnormal_head_down_posture.mp4,swim_bladder_concern
175,2.9885714285714284,2.132707391164229,13.0,26.76338121167613,19.65813291850606,79.51100552753688,1.5859188544152745,20.03171154925262,71.5,37.85261291768449,12.540025383819222,71.66113120917491,40.71124485426997,47.59431383710766,179.5720282806453,71737.86998087954,83506.67569503112,385320.0,1.12,0.8171428571428572,1.0514285714285714,0.37476099426386233,0.2734225621414914,0.35181644359464626,104,dizzy_floating_trying_to_swim.mp4,swim_bladder_concern
159,3.2264150943396226,1.7765931934088066,7.0,26.861793691212622,18.595851747681444,79.95311125903731,-2.8771712158808933,18.79431372054506,64.5,39.11658248025849,17.642047907834634,79.10011490040611,38.57626878660715,45.83074011052189,180.0,108423.47173489278,101659.88285228175,724390.0,1.069182389937107,1.1635220125786163,0.9937106918238994,0.3313840155945419,0.36062378167641324,0.3079922027290448,110,dizzy_floating_trying_to_swim2.mp4,swim_bladder_concern
84,0.023809523809523808,0.1524553389864964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.793677779530576,11.672763332074851,42.46644111160543,0.0,0.0,0.0,230045.0,226859.0,456904.0,0.011904761904761904,0.011904761904761904,0.0,0.5,0.5,0.0,2,floating_loss_of_balance.mp4,swim_bladder_concern
88,1.1136363636363635,0.8716731323075048,3.0,10.849106091939491,11.304868931695024,62.5,1.1708860759493671,7.918447487182982,50.0,29.363176183495398,17.24048751152867,64.67096992672246,75.35508299808777,65.16940706363884,178.88727309707093,61641.91836734694,38878.66949927881,152400.0,0.23863636363636365,0.375,0.5,0.21428571428571427,0.336734693877551,0.4489795918367347,19,swim_bladder.mp4,swim_bladder_concern
216,0.7314814814814815,0.7528523720501311,3.0,16.912443218438145,16.484764477293194,73.41151135891428,2.0225563909774436,16.656171908268643,60.5,39.37700594973944,9.377059238580042,72.95096902789018,52.838561043766134,52.234132767895126,177.63862534182445,128158.17088607595,102115.59382331633,659694.0,0.16666666666666666,0.5231481481481481,0.041666666666666664,0.22784810126582278,0.7151898734177216,0.056962025316455694,25,swim_bladder_concern.mp4,swim_bladder_concern
125,1.656,1.0590863987418593,6.0,15.208887768932067,12.728327504716505,59.09526207742885,-0.07941176470588235,11.232745707286687,43.5,46.60735179896385,14.809930056523296,74.4116680928941,73.65173251085909,60.132594429465136,179.6475355359727,169860.077294686,153320.42272780766,702144.0,0.264,1.232,0.16,0.15942028985507245,0.7439613526570048,0.0966183574879227,37,swim_bladder_concern2.mp4,swim_bladder_concern
