frames_processed,fish_count_mean,fish_count_std,fish_count_max,speed_mean,speed_std,speed_max,vertical_speed_mean,vertical_speed_std,vertical_speed_max,tilt_mean,tilt_std,tilt_max,angle_change_mean,angle_change_std,angle_change_max,bbox_area_mean,bbox_area_std,bbox_area_max,surface_count_mean,middle_count_mean,bottom_count_mean,surface_ratio,middle_ratio,bottom_ratio,track_count_estimate,video_file,label
300,0.6533333333333333,0.8444853791247992,4.0,42.66050712985197,20.592438484263987,79.19911615668448,-7.7898550724637685,31.19613105390826,67.0,42.065735513514504,12.316753311373295,77.9234436147242,27.48699535320104,40.48953485155543,150.52411099675427,97115.82653061225,75634.64002057085,567072.0,0.16,0.15666666666666668,0.33666666666666667,0.24489795918367346,0.23979591836734693,0.5153061224489796,127,feeding_response13.mp4,feeding_response
85,1.9529411764705882,1.4134303899124383,6.0,22.725428378100986,16.462412092461765,74.90160211904683,1.950381679389313,16.46507464484834,61.5,48.14366021687876,11.149670576340972,72.89727103094764,65.28775029920263,60.81114958169359,178.21008939175354,14417.192771084337,6787.288875249993,54758.0,1.4352941176470588,0.47058823529411764,0.047058823529411764,0.7349397590361446,0.24096385542168675,0.024096385542168676,35,feeding_response2.mp4,feeding_response
59,3.3728813559322033,1.840212820086775,8.0,27.83067310648673,20.025187180632372,78.5175139698144,1.060897435897436,21.864702187743408,78.0,46.9716650347743,12.998722448672941,78.69006752597979,58.085816953503986,51.49791891449019,177.6467031338918,27833.381909547737,16279.791587904387,106140.0,0.0,1.9661016949152543,1.4067796610169492,0.0,0.5829145728643216,0.41708542713567837,43,feeding_response3.mp4,feeding_response
300,6.96,1.792130947596557,12.0,9.688383353986357,8.908887278479591,78.63364419890509,-0.11089108910891089,7.355696263630785,78.5,35.13945475959808,10.498917667574826,80.7273982227997,35.75836465010024,43.42325910794075,180.0,6730.417624521073,2712.3983874739656,22698.0,0.16666666666666666,2.59,4.203333333333333,0.023946360153256706,0.37212643678160917,0.6039272030651341,68,group_swimming.mp4,group_swimming
300,16.78,2.0876462024650313,24.0,3.5054491305048217,5.446477182965031,78.51432990225415,-0.029496998551024632,3.265015840191563,78.5,42.21269121964904,14.054482175225134,78.07926146007769,41.55386628317146,54.5077469217897,180.0,37316.21752085816,20928.58492742699,118422.0,5.49,6.99,4.3,0.32717520858164484,0.4165673420738975,0.2562574493444577,203,group_swimming10.mp4,group_swimming
152,7.572368421052632,1.69985283296514,13.0,18.476957893940625,16.377608143803055,78.94460082868238,-1.033757338551859,15.481147722507078,78.5,45.850472232401,13.319981216983273,77.57405713457253,49.45924148948626,51.913512853065185,180.0,130310.34752389227,95322.8613033663,625374.0,2.3552631578947367,3.8157894736842106,1.4013157894736843,0.3110338835794961,0.5039096437880104,0.18505647263249347,129,group_swimming12.mp4,group_swimming
175,15.354285714285714,2.50032487685019,21.0,13.41673123325263,15.24331105607751,79.92027277230727,0.08447667581340651,11.939274438529626,76.5,32.7631032963991,11.257454793616278,76.46414363086575,61.77822331437709,54.961785353209486,180.0,8632.210271678452,4749.971573777262,31458.0,4.594285714285714,7.542857142857143,3.217142857142857,0.2992184592482322,0.4912541868254559,0.20952735392631186,136,group_swimming4.mp4,group_swimming
300,1.69,1.1862686598462142,7.0,9.181033494858532,10.741062354491865,79.12806076228584,0.13528138528138528,7.951666071905354,79.0,27.591502325604548,12.39720534964301,74.3485935461446,47.22366573394744,48.83950754018602,180.0,44916.67061143984,21810.962895344055,243136.0,0.9,0.30333333333333334,0.4866666666666667,0.5325443786982249,0.1794871794871795,0.2879684418145957,45,group_swimming5.mp4,group_swimming
300,3.8433333333333333,1.6427991018042618,9.0,24.2147767965465,20.97880331954802,78.88123984826811,-1.657158836689038,21.862895671441123,75.5,40.596684421936395,12.445233458141745,79.67885471330274,65.9845295329139,59.45192311747522,180.0,206027.0997398092,147220.32001370014,676632.0,0.2866666666666667,1.7466666666666666,1.81,0.0745880312228968,0.45446660884648743,0.47094535993061576,259,group_swimming7.mp4,group_swimming
185,0.7351351351351352,0.8253471722320664,3.0,16.901969641534823,19.201388496559794,75.3077021293307,-1.010204081632653,18.273570129136594,61.5,43.53216363997588,11.815599218932439,73.60449446249764,66.30825180546593,60.5871331893967,180.0,88722.35294117648,85742.3196548933,229185.0,0.13513513513513514,0.32972972972972975,0.2702702702702703,0.18382352941176472,0.4485294117647059,0.36764705882352944,38,bottom_staying.mp4,lethargic_low_activity
176,4.244318181818182,1.340993352514323,10.0,19.532278336583783,17.490849353977666,78.77182237323191,0.6321044546850998,20.378245042046615,74.0,44.323489470805264,13.936372644306875,81.30961632137446,42.17476982422519,44.517968798693445,179.8229796172849,112932.07362784471,67971.28119578287,319759.0,0.8125,2.590909090909091,0.8409090909090909,0.19143239625167335,0.6104417670682731,0.19812583668005354,96,bottom_staying2.mp4,lethargic_low_activity
181,1.0994475138121547,0.8801366818494232,4.0,13.774791108365024,14.787848207100064,74.96665925596525,2.9220779220779223,13.075719774845734,66.0,38.41039235519293,10.657755665884425,73.45323918381894,60.822350707960695,58.26294319381732,180.0,78074.72864321608,92469.49943041375,313200.0,0.46408839779005523,0.4198895027624309,0.2154696132596685,0.4221105527638191,0.38190954773869346,0.19597989949748743,45,dropsy_disease_sign.mp4,lethargic_low_activity
61,0.4262295081967213,0.5266353575150495,2.0,30.63092316349387,20.33502428862089,69.64553108419807,0.5,7.143761847467575,13.0,37.64370460136579,7.62185730535487,62.46011471285716,38.89902739045359,56.88174151049285,173.65347862756778,442042.23076923075,252002.33296437,721440.0,0.01639344262295082,0.4098360655737705,0.0,0.038461538461538464,0.9615384615384616,0.0,11,dropsy_disease_sign2.mp4,lethargic_low_activity
79,0.6708860759493671,0.741560431183636,2.0,28.22138228263834,23.078205780718456,76.8846538653846,0.8857142857142857,21.76533473021647,70.0,41.81923883323804,14.118385814942066,74.8374430573111,76.9902295617215,56.57572240020725,172.6844746956038,246876.49056603774,194132.62954763713,660330.0,0.31645569620253167,0.34177215189873417,0.012658227848101266,0.4716981132075472,0.5094339622641509,0.018867924528301886,18,dropsy_disease_sign3.mp4,lethargic_low_activity
104,1.1538461538461537,0.7174906963914474,3.0,1.084729001021294,1.6363158805713558,8.0,0.009259259259259259,1.7199556969443437,8.0,44.50239655499752,8.495295806074902,65.22485943116808,42.003716294699764,56.87023671217899,180.0,9598.566666666668,24339.331777575346,115920.0,0.0,0.9711538461538461,0.18269230769230768,0.0,0.8416666666666667,0.15833333333333333,12,lethargic_low_activity.mp4,lethargic_low_activity
185,1.3027027027027027,0.9615546214296384,4.0,8.410082825070422,10.87109217715973,72.94518489934754,1.2258064516129032,9.481593977261197,55.5,36.722822556129906,10.949796742023674,65.67853007233558,60.7475068238332,51.535674806699056,180.0,257559.1825726141,199061.6848915609,546680.0,0.3027027027027027,0.7837837837837838,0.21621621621621623,0.23236514522821577,0.6016597510373444,0.16597510373443983,24,lethargic_low_activity10.mp4,lethargic_low_activity
140,1.0285714285714285,0.8446711713768276,4.0,22.283950228859958,17.94113312613967,77.71261158911081,0.5782608695652174,15.955453109578151,76.0,40.84602357110642,13.1607129224216,71.01237591212984,54.506930493966564,57.99282058987683,179.92792987509557,189049.05555555556,138704.69618645747,683054.0,0.22142857142857142,0.6428571428571429,0.16428571428571428,0.2152777777777778,0.625,0.1597222222222222,29,lethargic_low_activity11.mp4,lethargic_low_activity
86,1.0232558139534884,0.6095508103293561,3.0,13.227402824823454,14.6978297420142,56.0,-0.7371794871794872,3.948972893867759,12.5,46.403410964949714,8.715059159714038,67.13549187810035,93.17788717585037,63.04624540669179,179.75409687672752,36205.60227272727,15526.432829166884,69600.0,0.046511627906976744,0.8255813953488372,0.1511627906976744,0.045454545454545456,0.8068181818181818,0.14772727272727273,10,lethargic_low_activity2.mp4,lethargic_low_activity
101,1.108910891089109,0.8431552022195552,3.0,8.040084988570198,11.723457295481811,76.72190039356428,0.04945054945054945,13.008673130691733,76.0,41.41518729873737,14.456061645812287,70.04341316123887,76.01987019326498,60.21423751389496,178.66778014613058,37454.830357142855,21350.78124318723,63455.0,0.10891089108910891,0.8811881188118812,0.1188118811881188,0.09821428571428571,0.7946428571428571,0.10714285714285714,21,lethargic_low_activity3.mp4,lethargic_low_activity
117,3.6666666666666665,1.1472747344203638,7.0,7.568823419845616,12.227118213676404,74.60898069267533,0.2707253886010363,9.056523597996378,64.5,41.151016079828786,6.916502822566338,63.43494882292201,58.244059982554795,54.92913912028338,180.0,8392.766899766899,13129.216677891902,81073.0,0.0,1.4700854700854702,2.1965811965811968,0.0,0.40093240093240096,0.5990675990675991,43,lethargic_low_activity4.mp4,lethargic_low_activity
101,1.2871287128712872,0.8712871287128711,3.0,10.176107234235781,12.621817122873402,55.832338299591214,-0.1527777777777778,12.720546650940967,49.0,40.36378552415519,12.286486345358925,71.87813975209865,73.30385679330895,61.22912155362656,178.70708558573827,44598.32307692308,39243.40270556321,114380.0,0.1188118811881188,0.39603960396039606,0.7722772277227723,0.09230769230769231,0.3076923076923077,0.6,22,lethargic_low_activity5.mp4,lethargic_low_activity
171,1.1403508771929824,0.6517254603862003,2.0,9.050582002214274,13.473483870884964,66.88235940814289,-0.10989010989010989,13.998881862295915,55.5,54.33611603218586,7.913897876660471,73.57275267600714,61.41545301839768,51.917468795017335,180.0,52103.42564102564,14657.871550401187,97123.0,0.011695906432748537,1.128654970760234,0.0,0.010256410256410256,0.9897435897435898,0.0,13,stationary_resting.mp4,lethargic_low_activity
239,1.8577405857740585,1.0768837342330526,5.0,4.636045375693382,6.312338073393744,48.507731342539614,1.059850374064838,5.904701113473693,47.0,36.73779431419937,15.337775506661451,67.47943439710312,47.46576850012611,55.85845732836802,180.0,36238.67567567567,39793.66874727419,116078.0,0.11715481171548117,0.6401673640167364,1.100418410041841,0.06306306306306306,0.34459459459459457,0.5923423423423423,43,stationary_resting2.mp4,lethargic_low_activity
128,3.125,2.099106952968333,10.0,32.52593250076367,19.74814451143466,79.56915231419774,-0.17549668874172186,26.69267694025356,76.5,47.7386003823761,11.942040522493295,80.53767779197439,74.89592455596805,61.9034294919254,178.9319901573283,29051.345,29065.505361441337,115922.0,0.90625,1.8671875,0.3515625,0.29,0.5975,0.1125,98,fast_active_swimming.mp4,normal_swimming
94,1.2446808510638299,0.8080205681599253,3.0,39.87243207386926,21.683912642588894,79.51414968419142,-1.3255813953488371,28.767185706968082,69.5,49.811020704061946,10.448860890751154,72.08523202922582,93.31436571023471,62.66641308056811,179.50920581655384,37552.82905982906,21763.387966161226,89208.0,0.11702127659574468,1.1063829787234043,0.02127659574468085,0.09401709401709402,0.8888888888888888,0.017094017094017096,31,fast_active_swimming2.mp4,normal_swimming
165,0.9878787878787879,0.7784045749334461,5.0,33.379717347580474,19.008767174268755,78.10409720366788,0.35658914728682173,19.61639815914677,69.5,47.38390090911402,10.611304711944834,80.60916344360652,83.13821855563836,61.66175865429184,179.73510134645892,39983.36196319018,19386.88998678695,95404.0,0.46060606060606063,0.5151515151515151,0.012121212121212121,0.4662576687116564,0.5214723926380368,0.012269938650306749,34,fast_active_swimming3.mp4,normal_swimming
235,1.8468085106382979,1.0158009236672871,5.0,14.864789887637007,15.694221712544055,73.52720584926371,0.7219451371571073,11.721917881044792,58.5,34.39902401378152,10.482758312772,75.8830583044304,66.05749899664183,57.33570345417535,179.88471689699085,46218.755760368666,28395.670008158573,102175.0,0.451063829787234,0.723404255319149,0.6723404255319149,0.24423963133640553,0.391705069124424,0.3640552995391705,33,normal_swimming.mp4,normal_swimming
162,3.4382716049382718,1.7530972873945883,9.0,37.75928598057926,20.008426174809422,79.60056532462568,-3.263925729442971,30.343501587117927,77.0,47.32102916874692,9.350142316526059,72.69947280805499,43.55817048810683,50.56295294015432,179.8106755045794,113534.24057450629,80540.23909909636,379632.0,0.22839506172839505,1.6728395061728396,1.537037037037037,0.06642728904847396,0.4865350089766607,0.44703770197486536,180,normal_swimming10.mp4,normal_swimming
176,0.8238636363636364,0.5717783896401684,2.0,18.254911884178565,16.239820483510538,73.0,-1.0772357723577235,13.571256168279405,55.0,44.74159368066918,3.730445594230422,56.87384910237359,67.98990917453051,54.7740550196657,176.18592516570962,139903.35862068966,44180.21651274211,297273.0,0.0,0.7556818181818182,0.06818181818181818,0.0,0.9172413793103448,0.08275862068965517,22,normal_swimming11.mp4,normal_swimming
211,1.1421800947867298,0.7145561614388529,3.0,10.833630392577719,12.535009838678723,78.174484328328,-0.6244019138755981,11.112897276872136,77.5,27.02118873999986,10.340183996617395,62.71715770410183,60.33231338425163,57.1771122143978,180.0,163303.92116182574,84731.18227654643,321464.0,0.3175355450236967,0.5924170616113744,0.23222748815165878,0.27800829875518673,0.5186721991701245,0.2033195020746888,32,normal_swimming114.mp4,normal_swimming
59,1.1864406779661016,0.769648307779168,4.0,26.522589926237607,15.88008890417932,71.18461912520148,0.20535714285714285,21.64522728358756,69.0,42.303907944350314,18.657702014579847,76.36832659690137,51.7480696660171,46.5509579498688,162.82409638425327,72914.95714285714,41763.44869019036,185350.0,0.03389830508474576,1.0338983050847457,0.11864406779661017,0.02857142857142857,0.8714285714285714,0.1,14,normal_swimming12.mp4,normal_swimming
72,0.6388888888888888,0.480322679605294,1.0,33.481725222504316,18.7937313826343,77.54031209635411,6.328947368421052,20.598376378207156,48.5,33.51605108152571,17.96002007067564,73.41085838490177,84.31041538447792,58.46341067775638,173.83636221413974,198032.73913043478,54690.931910873245,304684.0,0.0,0.625,0.013888888888888888,0.0,0.9782608695652174,0.021739130434782608,8,normal_swimming13.mp4,normal_swimming
196,10.58673469387755,11.209854791201213,36.0,18.19128190359245,15.225806361920423,79.76528066771908,-4.2675,16.63695599745071,74.5,41.425522282697926,12.327823146383906,80.03619581009282,33.16215667314408,43.938254674729805,180.0,35618.433253012045,83848.66331881248,714273.0,4.229591836734694,4.739795918367347,1.6173469387755102,0.39951807228915664,0.447710843373494,0.1527710843373494,275,normal_swimming15.mp4,normal_swimming
208,2.3653846153846154,1.2369137485296924,6.0,16.462534084746373,14.124709913389566,78.99525302193797,1.5153664302600474,13.885988832583608,61.0,38.827027217138735,13.374219375188988,78.90627698844216,41.00278823011218,48.0164899480991,178.5142754108991,126074.14837398374,162912.17371389817,718002.0,1.0769230769230769,0.8605769230769231,0.42788461538461536,0.45528455284552843,0.3638211382113821,0.18089430894308944,69,normal_swimming16.mp4,normal_swimming
